vehicle_id,start_time,end_time,duration_min,drop_gal,min_step_gal,pattern,n_negative_steps,cluster_id,cluster_count,is_hotspot,mid_time,is_train,y,duration_hours,duration_log,hod_sin,hod_cos,weekday,is_weekend,is_night,time_since_last_event_hours,is_first_event_of_day
GQU478,2025-03-01 08:05:50+00:00,2025-03-01 08:21:50+00:00,16.0,5.9199999999999875,1.6299999999999957,extended_15m_6gal,11,1,17,1,2025-03-01 08:13:50+00:00,True,0,0.26666666666666666,2.833213344056216,0.8362861558477597,-0.5482932295199137,5,1,0,-1.0,1
GQU478,2025-03-01 08:05:50+00:00,2025-03-01 08:12:50+00:00,7.0,1.930000000000007,1.6299999999999957,short_4_10m_3gal,2,1,8,1,2025-03-01 08:09:20+00:00,True,0,0.11666666666666667,2.0794415416798357,0.8457278217039732,-0.5336145159156115,5,1,0,0.0,0
GQU478,2025-03-01 08:13:50+00:00,2025-03-01 08:20:50+00:00,7.0,3.6799999999999784,0.4799999999999897,short_4_10m_3gal,8,1,8,1,2025-03-01 08:17:20+00:00,True,0,0.11666666666666667,2.0794415416798357,0.8265897491271889,-0.5628049276950682,5,1,0,0.13333333333333333,0
GQU478,2025-03-01 12:22:34+00:00,2025-03-01 12:43:34+00:00,21.0,4.090000000000003,0.920000000000016,extended_15m_6gal,6,2,22,1,2025-03-01 12:33:04+00:00,True,0,0.35,3.091042453358316,-0.14349262199117954,-0.9896513868196701,5,1,0,4.145555555555555,0
GQU478,2025-03-01 12:33:34+00:00,2025-03-01 12:43:34+00:00,10.0,4.090000000000003,0.920000000000016,short_4_10m_3gal,6,2,11,1,2025-03-01 12:38:34+00:00,True,0,0.16666666666666666,2.3978952727983707,-0.16504760586067743,-0.9862856015372314,5,1,0,0.18333333333333332,0
GQU478,2025-03-01 12:38:34+00:00,2025-03-01 12:44:34+00:00,6.0,4.090000000000003,0.920000000000016,short_4_10m_3gal,6,2,7,1,2025-03-01 12:41:34+00:00,True,0,0.1,1.9459101490553132,-0.1779435454738416,-0.9840406976462909,5,1,0,0.08333333333333333,0
GQU478,2025-03-01 13:34:37+00:00,2025-03-01 13:38:37+00:00,4.0,1.8899999999999864,1.0699999999999932,short_4_10m_3gal,3,-1,5,0,2025-03-01 13:36:37+00:00,True,0,0.06666666666666667,1.6094379124341003,-0.4067366430758002,-0.9135454576426009,5,1,0,0.9341666666666667,0
GQU478,2025-03-01 13:55:21+00:00,2025-03-01 13:59:21+00:00,4.0,1.2700000000000102,1.1099999999999852,short_4_10m_3gal,2,-1,5,0,2025-03-01 13:57:21+00:00,True,0,0.06666666666666667,1.6094379124341003,-0.48862124149695463,-0.8724960070727973,5,1,0,0.34555555555555556,0
GQU478,2025-03-01 15:33:40+00:00,2025-03-01 15:37:40+00:00,4.0,6.049999999999997,2.01666666666668,short_4_10m_3gal,3,-1,5,0,2025-03-01 15:35:40+00:00,True,0,0.06666666666666667,1.6094379124341003,-0.8064446042674827,-0.5913096483635822,5,1,0,1.638611111111111,0
GQU478,2025-03-01 19:30:20+00:00,2025-03-01 19:35:20+00:00,5.0,1.3299999999999983,1.0100000000000051,short_4_10m_3gal,2,-1,6,0,2025-03-01 19:32:50+00:00,True,0,0.08333333333333333,1.791759469228055,-0.92050485345244,0.39073112848927427,5,1,0,3.9444444444444446,0
GQU478,2025-03-01 19:31:20+00:00,2025-03-01 19:39:20+00:00,8.0,1.3299999999999983,1.0100000000000051,short_4_10m_3gal,2,-1,9,0,2025-03-01 19:35:20+00:00,True,0,0.13333333333333333,2.1972245773362196,-0.9153114791194472,0.402746689858737,5,1,0,0.016666666666666666,0
GQU478,2025-03-01 19:42:28+00:00,2025-03-01 19:46:28+00:00,4.0,5.909999999999997,2.385000000000005,short_4_10m_3gal,3,-1,4,0,2025-03-01 19:44:28+00:00,True,0,0.06666666666666667,1.6094379124341003,-0.898794046299167,0.4383711467890774,5,1,0,0.18555555555555556,0
GQU478,2025-03-01 21:01:13+00:00,2025-03-01 21:07:42+00:00,6.483333333333333,4.859999999999999,1.2433333333333394,short_4_10m_3gal,4,-1,7,0,2025-03-01 21:04:27.500000+00:00,True,0,0.10805555555555556,2.0126783255201537,-0.6946583704589969,0.7193398003386515,5,1,0,1.3125,0
GQU478,2025-03-03 18:12:24+00:00,2025-03-03 18:16:24+00:00,4.0,1.5699999999999932,1.3400000000000034,short_4_10m_3gal,2,-1,5,0,2025-03-03 18:14:24+00:00,True,0,0.06666666666666667,1.6094379124341003,-0.9981347984218669,0.061048539534857324,0,0,0,45.18638888888889,1
GQU478,2025-03-03 18:13:24+00:00,2025-03-03 18:19:24+00:00,6.0,1.5699999999999932,1.3400000000000034,short_4_10m_3gal,2,-1,7,0,2025-03-03 18:16:24+00:00,True,0,0.1,1.9459101490553132,-0.9975640502598243,0.06975647374412522,0,0,0,0.016666666666666666,0
GQU478,2025-03-04 00:57:09+00:00,2025-03-04 01:01:09+00:00,4.0,1.2199999999999989,1.009999999999991,short_4_10m_3gal,2,10,5,1,2025-03-04 00:59:09+00:00,True,0,0.06666666666666667,1.6094379124341003,0.25460194820552756,0.9670459389139432,1,0,1,6.729166666666667,1
GQU478,2025-03-04 00:57:09+00:00,2025-03-04 01:06:09+00:00,9.0,1.2199999999999989,1.009999999999991,short_4_10m_3gal,2,10,10,1,2025-03-04 01:01:39+00:00,True,0,0.15,2.302585092994046,0.2630312144579748,0.964787323828813,1,0,1,0.0,0
GQU478,2025-03-04 00:57:09+00:00,2025-03-04 01:16:09+00:00,19.0,1.2199999999999989,1.009999999999991,extended_15m_6gal,2,10,20,1,2025-03-04 01:06:39+00:00,True,0,0.31666666666666665,2.995732273553991,0.28401534470392265,0.958819734868193,1,0,1,0.0,0
GQU478,2025-03-04 00:57:09+00:00,2025-03-04 01:36:09+00:00,39.0,1.2199999999999989,1.009999999999991,extended_15m_6gal,2,10,40,1,2025-03-04 01:16:39+00:00,True,0,0.65,3.6888794541139363,0.32556815445715664,0.9455185755993168,1,0,1,0.0,0
GQU478,2025-03-04 09:53:02+00:00,2025-03-04 10:08:02+00:00,15.0,8.810000000000002,0.7700000000000102,extended_15m_6gal,14,14,16,1,2025-03-04 10:00:32+00:00,True,0,0.25,2.772588722239781,0.49999999999999994,-0.8660254037844387,1,0,0,8.93138888888889,0
GQU478,2025-03-04 09:55:02+00:00,2025-03-04 10:02:02+00:00,7.0,3.8300000000000125,0.7700000000000102,short_4_10m_3gal,6,14,8,1,2025-03-04 09:58:32+00:00,True,0,0.11666666666666667,2.0794415416798357,0.5075383629607044,-0.8616291604415256,1,0,0,0.03333333333333333,0
GQU478,2025-03-04 09:58:02+00:00,2025-03-04 10:05:02+00:00,7.0,5.650000000000006,0.7700000000000102,short_4_10m_3gal,8,14,8,1,2025-03-04 10:01:32+00:00,True,0,0.11666666666666667,2.0794415416798357,0.49621650367520803,-0.8681988144891424,1,0,0,0.05,0
GQU478,2025-03-04 10:00:02+00:00,2025-03-04 10:10:02+00:00,10.0,6.009999999999991,0.75,short_4_10m_3gal,9,14,11,1,2025-03-04 10:05:02+00:00,True,0,0.16666666666666666,2.3978952727983707,0.48098876891938763,-0.8767267557075077,1,0,0,0.03333333333333333,0
GQU478,2025-03-04 10:02:02+00:00,2025-03-04 10:06:02+00:00,4.0,3.5,0.75,short_4_10m_3gal,5,14,5,1,2025-03-04 10:04:02+00:00,True,0,0.06666666666666667,1.6094379124341003,0.48480962024633717,-0.8746197071393957,1,0,0,0.03333333333333333,0
GQU478,2025-03-04 11:21:57+00:00,2025-03-04 12:06:57+00:00,45.0,5.990000000000009,1.200000000000017,extended_15m_6gal,10,15,46,1,2025-03-04 11:44:27+00:00,True,0,0.75,3.828641396489095,0.06975647374412597,-0.9975640502598242,1,0,0,1.3319444444444444,0
GQU478,2025-03-04 11:21:57+00:00,2025-03-04 11:25:57+00:00,4.0,1.5200000000000102,1.200000000000017,short_4_10m_3gal,2,15,5,1,2025-03-04 11:23:57+00:00,True,0,0.06666666666666667,1.6094379124341003,0.16074256560382638,-0.9869963665602318,1,0,0,0.0,0
GQU478,2025-03-04 11:21:57+00:00,2025-03-04 11:30:57+00:00,9.0,1.5200000000000102,1.200000000000017,short_4_10m_3gal,2,15,10,1,2025-03-04 11:26:27+00:00,True,0,0.15,2.302585092994046,0.14780941112961038,-0.9890158633619168,1,0,0,0.0,0
GQU478,2025-03-04 11:21:57+00:00,2025-03-04 11:40:57+00:00,19.0,1.5200000000000102,1.200000000000017,extended_15m_6gal,2,15,20,1,2025-03-04 11:31:27+00:00,True,0,0.31666666666666665,2.995732273553991,0.12619896913582956,-0.992004949679715,1,0,0,0.0,0
GQU478,2025-03-04 11:42:57+00:00,2025-03-04 12:10:57+00:00,28.0,4.469999999999999,0.7599999999999909,extended_15m_6gal,8,15,29,1,2025-03-04 11:56:57+00:00,True,0,0.4666666666666667,3.367295829986474,0.017452406437283883,-0.9998476951563913,1,0,0,0.35,0
GQU478,2025-03-04 11:56:57+00:00,2025-03-04 12:06:57+00:00,10.0,4.469999999999999,0.7599999999999909,short_4_10m_3gal,8,15,11,1,2025-03-04 12:01:57+00:00,True,0,0.16666666666666666,2.3978952727983707,-0.0043633092847466205,-0.9999904807207345,1,0,0,0.23333333333333334,0
GQU478,2025-03-04 12:00:57+00:00,2025-03-04 12:09:57+00:00,9.0,4.269999999999982,0.7599999999999909,short_4_10m_3gal,7,15,10,1,2025-03-04 12:05:27+00:00,True,0,0.15,2.302585092994046,-0.021814885034560975,-0.9997620270799091,1,0,0,0.06666666666666667,0
GQU478,2025-03-04 17:54:44+00:00,2025-03-04 18:00:44+00:00,6.0,4.690000000000026,1.4099999999999966,short_4_10m_3gal,5,-1,5,0,2025-03-04 17:57:44+00:00,True,0,0.1,1.9459101490553132,-0.999914327574007,-0.013089595571344698,1,0,0,5.896388888888889,0
GQU478,2025-03-04 17:54:44+00:00,2025-03-04 18:15:44+00:00,21.0,4.690000000000026,1.4099999999999966,extended_15m_6gal,5,-1,20,0,2025-03-04 18:05:14+00:00,True,0,0.35,3.091042453358316,-0.9997620270799091,0.021814885034560468,1,0,0,0.0,0
GQU478,2025-03-04 17:55:44+00:00,2025-03-04 18:05:44+00:00,10.0,4.690000000000026,1.4099999999999966,short_4_10m_3gal,5,-1,10,0,2025-03-04 18:00:44+00:00,True,0,0.16666666666666666,2.3978952727983707,-1.0,-1.8369701987210297e-16,1,0,0,0.016666666666666666,0
GQU478,2025-03-04 19:40:08+00:00,2025-03-04 19:45:08+00:00,5.0,4.199999999999989,1.910000000000025,short_4_10m_3gal,4,-1,6,0,2025-03-04 19:42:38+00:00,True,0,0.08333333333333333,1.791759469228055,-0.9025852843498607,0.4305110968082948,1,0,0,1.74,0
GQU478,2025-03-04 21:03:19+00:00,2025-03-04 21:07:19+00:00,4.0,2.5200000000000102,1.490000000000009,short_4_10m_3gal,3,-1,5,0,2025-03-04 21:05:19+00:00,True,0,0.06666666666666667,1.6094379124341003,-0.6915130557822698,0.7223639620597551,1,0,0,1.386388888888889,0
GQU478,2025-03-04 21:04:19+00:00,2025-03-04 21:10:19+00:00,6.0,2.5200000000000102,1.490000000000009,short_4_10m_3gal,3,-1,7,0,2025-03-04 21:07:19+00:00,True,0,0.1,1.9459101490553132,-0.6851829903263594,0.7283709698824,1,0,0,0.016666666666666666,0
GQU478,2025-03-05 11:07:25+00:00,2025-03-05 11:15:25+00:00,8.0,4.149999999999977,1.3700000000000043,short_4_10m_3gal,5,-1,6,0,2025-03-05 11:11:25+00:00,True,0,0.13333333333333333,2.1972245773362196,0.2121776721564464,-0.9772311064626789,2,0,0,14.051666666666666,1
GQU478,2025-03-05 11:07:25+00:00,2025-03-05 11:24:25+00:00,17.0,4.149999999999977,1.3700000000000043,extended_15m_6gal,5,-1,15,0,2025-03-05 11:15:55+00:00,True,0,0.2833333333333333,2.8903717578961645,0.19509032201612816,-0.9807852804032304,2,0,0,0.0,0
GQU478,2025-03-05 11:10:25+00:00,2025-03-05 11:18:25+00:00,8.0,4.149999999999977,1.3700000000000043,short_4_10m_3gal,5,-1,9,0,2025-03-05 11:14:25+00:00,True,0,0.13333333333333333,2.1972245773362196,0.19936793441719725,-0.9799247046208296,2,0,0,0.05,0
GQU478,2025-03-05 13:14:59+00:00,2025-03-05 13:18:59+00:00,4.0,1.259999999999991,1.0999999999999943,short_4_10m_3gal,2,17,5,1,2025-03-05 13:16:59+00:00,True,0,0.06666666666666667,1.6094379124341003,-0.32556815445715676,-0.9455185755993167,2,0,0,2.076111111111111,0
GQU478,2025-03-05 23:16:41+00:00,2025-03-05 23:20:41+00:00,4.0,2.1100000000000136,1.0,short_4_10m_3gal,3,-1,5,0,2025-03-05 23:18:41+00:00,True,0,0.06666666666666667,1.6094379124341003,-0.18223552549214783,0.9832549075639545,2,0,1,10.028333333333334,0
GQU478,2025-03-06 00:27:17+00:00,2025-03-06 00:31:17+00:00,4.0,2.680000000000007,1.3400000000000034,short_4_10m_3gal,2,18,5,1,2025-03-06 00:29:17+00:00,True,0,0.06666666666666667,1.6094379124341003,0.12619896913582973,0.992004949679715,3,0,1,1.1766666666666667,1
GQU478,2025-03-06 00:27:17+00:00,2025-03-06 00:36:17+00:00,9.0,2.680000000000007,1.3400000000000034,short_4_10m_3gal,2,18,10,1,2025-03-06 00:31:47+00:00,True,0,0.15,2.302585092994046,0.134850930273723,0.9908658973868822,3,0,1,0.0,0
GQU478,2025-03-06 00:28:17+00:00,2025-03-06 00:44:17+00:00,16.0,2.680000000000007,1.3400000000000034,extended_15m_6gal,2,18,17,1,2025-03-06 00:36:17+00:00,True,0,0.26666666666666666,2.833213344056216,0.15643446504023087,0.9876883405951378,3,0,1,0.016666666666666666,0
GQU478,2025-03-06 00:29:17+00:00,2025-03-06 00:33:17+00:00,4.0,2.680000000000007,1.3400000000000034,short_4_10m_3gal,2,18,5,1,2025-03-06 00:31:17+00:00,True,0,0.06666666666666667,1.6094379124341003,0.134850930273723,0.9908658973868822,3,0,1,0.016666666666666666,0
GQU478,2025-03-06 01:57:16+00:00,2025-03-06 02:01:16+00:00,4.0,5.339999999999975,1.795000000000016,short_4_10m_3gal,4,-1,5,0,2025-03-06 01:59:16+00:00,True,0,0.06666666666666667,1.6094379124341003,0.4962165036752082,0.8681988144891423,3,0,1,1.466388888888889,0
GQU478,2025-03-06 07:23:41+00:00,2025-03-06 07:27:41+00:00,4.0,4.280000000000001,1.579999999999984,short_4_10m_3gal,4,21,5,1,2025-03-06 07:25:41+00:00,True,0,0.06666666666666667,1.6094379124341003,0.9320078692827986,-0.3624380382837016,3,0,0,5.440277777777778,0
GQU478,2025-03-06 07:23:41+00:00,2025-03-06 07:32:41+00:00,9.0,4.280000000000001,1.579999999999984,short_4_10m_3gal,4,21,10,1,2025-03-06 07:28:11+00:00,True,0,0.15,2.302585092994046,0.9271838545667874,-0.37460659341591207,3,0,0,0.0,0
GQU478,2025-03-06 07:25:41+00:00,2025-03-06 07:29:41+00:00,4.0,2.700000000000017,1.1500000000000057,short_4_10m_3gal,3,21,5,1,2025-03-06 07:27:41+00:00,True,0,0.06666666666666667,1.6094379124341003,0.9288095528719242,-0.3705574375098363,3,0,0,0.03333333333333333,0
GQU478,2025-03-06 08:58:11+00:00,2025-03-06 09:02:11+00:00,4.0,3.969999999999999,1.6999999999999886,short_4_10m_3gal,3,-1,5,0,2025-03-06 09:00:11+00:00,True,0,0.06666666666666667,1.6094379124341003,0.7071067811865476,-0.7071067811865475,3,0,0,1.5416666666666667,0
GQU478,2025-03-06 10:04:44+00:00,2025-03-06 10:08:44+00:00,4.0,2.210000000000008,1.9099999999999968,short_4_10m_3gal,2,-1,5,0,2025-03-06 10:06:44+00:00,True,0,0.06666666666666667,1.6094379124341003,0.4771587602596086,-0.8788171126619653,3,0,0,1.1091666666666666,0
GQU478,2025-03-06 13:41:35+00:00,2025-03-06 13:56:35+00:00,15.0,6.409999999999997,1.8499999999999943,extended_15m_6gal,4,22,16,1,2025-03-06 13:49:05+00:00,True,0,0.25,2.772588722239781,-0.4578739151169564,-0.8890171414857366,3,0,0,3.6141666666666667,0
GQU478,2025-03-06 13:46:35+00:00,2025-03-06 13:53:35+00:00,7.0,2.710000000000008,1.3550000000000182,short_4_10m_3gal,2,22,8,1,2025-03-06 13:50:05+00:00,True,0,0.11666666666666667,2.0794415416798357,-0.46174861323503413,-0.8870108331782216,3,0,0,0.08333333333333333,0
GQU478,2025-03-06 13:48:35+00:00,2025-03-06 13:58:35+00:00,10.0,8.490000000000009,1.8499999999999943,short_4_10m_3gal,6,22,11,1,2025-03-06 13:53:35+00:00,True,0,0.16666666666666666,2.3978952727983707,-0.47331966718484325,-0.8808907382053857,3,0,0,0.03333333333333333,0
GQU478,2025-03-06 13:50:35+00:00,2025-03-06 13:54:35+00:00,4.0,2.710000000000008,1.3550000000000182,short_4_10m_3gal,2,22,5,1,2025-03-06 13:52:35+00:00,True,0,0.06666666666666667,1.6094379124341003,-0.46947156278589086,-0.8829475928589269,3,0,0,0.03333333333333333,0
GQU478,2025-03-06 13:52:35+00:00,2025-03-06 13:56:35+00:00,4.0,6.409999999999997,1.8499999999999943,short_4_10m_3gal,4,22,5,1,2025-03-06 13:54:35+00:00,True,0,0.06666666666666667,1.6094379124341003,-0.477158760259608,-0.8788171126619656,3,0,0,0.03333333333333333,0
GQU478,2025-03-06 13:54:35+00:00,2025-03-06 13:58:35+00:00,4.0,5.780000000000001,1.8499999999999943,short_4_10m_3gal,4,22,5,1,2025-03-06 13:56:35+00:00,True,0,0.06666666666666667,1.6094379124341003,-0.48480962024633695,-0.8746197071393959,3,0,0,0.03333333333333333,0
GQU478,2025-03-08 09:32:13+00:00,2025-03-08 09:42:13+00:00,10.0,2.5100000000000193,1.0700000000000216,short_4_10m_3gal,4,-1,11,0,2025-03-08 09:37:13+00:00,True,0,0.16666666666666666,2.3978952727983707,0.5842496656374344,-0.8115739819650123,5,1,0,43.62722222222222,1
GQU478,2025-03-08 09:35:13+00:00,2025-03-08 09:39:13+00:00,4.0,1.2300000000000182,1.0400000000000205,short_4_10m_3gal,2,-1,5,0,2025-03-08 09:37:13+00:00,True,0,0.06666666666666667,1.6094379124341003,0.5842496656374344,-0.8115739819650123,5,1,0,0.05,0
GQU478,2025-03-08 09:36:13+00:00,2025-03-08 09:45:13+00:00,9.0,2.5100000000000193,1.0700000000000216,short_4_10m_3gal,4,-1,10,0,2025-03-08 09:40:43+00:00,True,0,0.15,2.302585092994046,0.5735764363510464,-0.8191520442889916,5,1,0,0.016666666666666666,0
GQU478,2025-03-08 09:38:13+00:00,2025-03-08 09:42:13+00:00,4.0,2.5100000000000193,1.0700000000000216,short_4_10m_3gal,4,-1,5,0,2025-03-08 09:40:13+00:00,True,0,0.06666666666666667,1.6094379124341003,0.5735764363510464,-0.8191520442889916,5,1,0,0.03333333333333333,0
GQU478,2025-03-08 09:40:13+00:00,2025-03-08 09:44:13+00:00,4.0,1.2800000000000011,1.0700000000000216,short_4_10m_3gal,2,-1,5,0,2025-03-08 09:42:13+00:00,True,0,0.06666666666666667,1.6094379124341003,0.5664062369248332,-0.8241261886220155,5,1,0,0.03333333333333333,0
GQU478,2025-03-08 13:54:33+00:00,2025-03-08 14:00:33+00:00,6.0,2.6000000000000227,1.2800000000000011,short_4_10m_3gal,5,23,7,1,2025-03-08 13:57:33+00:00,True,0,0.1,1.9459101490553132,-0.48862124149695463,-0.8724960070727973,5,1,0,4.238888888888889,0
GQU478,2025-03-08 15:34:15+00:00,2025-03-08 15:38:15+00:00,4.0,2.0300000000000296,1.670000000000016,short_4_10m_3gal,2,24,5,1,2025-03-08 15:36:15+00:00,True,0,0.06666666666666667,1.6094379124341003,-0.8090169943749473,-0.5877852522924732,5,1,0,1.6616666666666666,0
GQU478,2025-03-08 15:34:15+00:00,2025-03-08 15:43:15+00:00,9.0,2.0300000000000296,1.670000000000016,short_4_10m_3gal,2,24,10,1,2025-03-08 15:38:45+00:00,True,0,0.15,2.302585092994046,-0.8141155183563193,-0.5807029557109397,5,1,0,0.0,0
GQU478,2025-03-09 00:01:56+00:00,2025-03-09 00:05:56+00:00,4.0,4.209999999999994,1.2833333333333314,short_4_10m_3gal,4,-1,4,0,2025-03-09 00:03:56+00:00,True,0,0.06666666666666667,1.6094379124341003,0.01308959557134444,0.999914327574007,6,1,1,8.461388888888889,1
GQU478,2025-03-11 11:37:23+00:00,2025-03-11 11:41:23+00:00,4.0,2.289999999999992,1.8899999999999864,short_4_10m_3gal,2,33,5,1,2025-03-11 11:39:23+00:00,True,0,0.06666666666666667,1.6094379124341003,0.09150161866340258,-0.9958049275746617,1,0,0,59.590833333333336,1
GQU478,2025-03-11 11:38:23+00:00,2025-03-11 11:44:23+00:00,6.0,2.289999999999992,1.8899999999999864,short_4_10m_3gal,2,33,7,1,2025-03-11 11:41:23+00:00,True,0,0.1,1.9459101490553132,0.08280820751220419,-0.9965655024977614,1,0,0,0.016666666666666666,0
GQU478,2025-03-11 13:59:20+00:00,2025-03-11 14:04:20+00:00,5.0,6.8700000000000045,2.2900000000000205,short_4_10m_3gal,3,22,6,1,2025-03-11 14:01:50+00:00,True,0,0.08333333333333333,1.791759469228055,-0.5037739770455262,-0.8638355052043958,1,0,0,2.3491666666666666,0
GQU478,2025-03-13 11:12:19+00:00,2025-03-13 11:31:23+00:00,19.066666666666666,7.890000000000015,1.4099999999999966,extended_15m_6gal,10,22,23,1,2025-03-13 11:21:51+00:00,True,0,0.31777777777777777,2.9990600636466658,0.16934950384902525,-0.9855560590580776,3,0,0,45.216388888888886,1
GQU478,2025-03-13 11:18:19+00:00,2025-03-13 11:27:22+00:00,9.05,4.740000000000009,1.4099999999999966,short_4_10m_3gal,6,22,12,1,2025-03-13 11:22:50.500000+00:00,True,0,0.15083333333333335,2.307572634505085,0.16504760586067765,-0.9862856015372314,3,0,0,0.1,0
GQU478,2025-03-13 11:22:19+00:00,2025-03-13 11:31:23+00:00,9.066666666666666,7.890000000000015,1.4099999999999966,short_4_10m_3gal,10,22,13,1,2025-03-13 11:26:51+00:00,True,0,0.1511111111111111,2.3092296357127142,0.14780941112961038,-0.9890158633619168,3,0,0,0.06666666666666667,0
GQU478,2025-03-13 11:23:19+00:00,2025-03-13 11:27:22+00:00,4.05,4.740000000000009,1.4099999999999966,short_4_10m_3gal,6,22,7,1,2025-03-13 11:25:20.500000+00:00,True,0,0.06749999999999999,1.6193882432872684,0.15212338618991708,-0.9883615104677607,3,0,0,0.016666666666666666,0
GQU478,2025-03-13 11:24:53+00:00,2025-03-13 11:29:23+00:00,4.5,6.780000000000001,1.4099999999999966,short_4_10m_3gal,6,22,7,1,2025-03-13 11:27:08+00:00,True,0,0.075,1.7047480922384253,0.1434926219911798,-0.9896513868196701,3,0,0,0.026111111111111113,0
GQU478,2025-03-13 11:26:53+00:00,2025-03-13 11:31:23+00:00,4.5,5.25,1.4099999999999966,short_4_10m_3gal,6,22,7,1,2025-03-13 11:29:08+00:00,True,0,0.075,1.7047480922384253,0.13485093027372314,-0.9908658973868822,3,0,0,0.03333333333333333,0
GQU478,2025-03-14 11:33:27+00:00,2025-03-14 11:37:27+00:00,4.0,2.2599999999999905,1.9799999999999895,short_4_10m_3gal,2,34,5,1,2025-03-14 11:35:27+00:00,True,0,0.06666666666666667,1.6094379124341003,0.10886687485196457,-0.9940563382223196,4,0,0,24.109444444444446,1
GQU478,2025-03-14 11:33:27+00:00,2025-03-14 11:42:27+00:00,9.0,2.2599999999999905,1.9799999999999895,short_4_10m_3gal,2,34,10,1,2025-03-14 11:37:57+00:00,True,0,0.15,2.302585092994046,0.10018806161207638,-0.9949685182509117,4,0,0,0.0,0
GQU478,2025-03-14 12:39:52+00:00,2025-03-14 12:44:52+00:00,5.0,2.6400000000000428,1.260000000000019,short_4_10m_3gal,4,-1,6,0,2025-03-14 12:42:22+00:00,True,0,0.08333333333333333,1.791759469228055,-0.18223552549214703,-0.9832549075639546,4,0,0,1.1069444444444445,0
GQU478,2025-03-14 14:23:58+00:00,2025-03-14 14:31:58+00:00,8.0,4.010000000000019,1.4350000000000025,short_4_10m_3gal,3,23,9,1,2025-03-14 14:27:58+00:00,True,0,0.13333333333333333,2.1972245773362196,-0.598324600570659,-0.8012538126910607,4,0,0,1.735,0
GQU478,2025-03-14 20:12:26+00:00,2025-03-14 20:16:26+00:00,4.0,1.9699999999999989,1.2000000000000028,short_4_10m_3gal,2,36,5,1,2025-03-14 20:14:26+00:00,True,0,0.06666666666666667,1.6094379124341003,-0.8338858220671683,0.551936985312058,4,0,0,5.807777777777778,0
GQU478,2025-03-14 20:12:26+00:00,2025-03-14 20:21:26+00:00,9.0,1.9699999999999989,1.2000000000000028,short_4_10m_3gal,2,36,10,1,2025-03-14 20:16:56+00:00,True,0,0.15,2.302585092994046,-0.8290375725550421,0.5591929034707462,4,0,0,0.0,0
GQU478,2025-03-14 21:28:56+00:00,2025-03-14 21:32:56+00:00,4.0,1.6700000000000017,1.0900000000000034,short_4_10m_3gal,2,-1,5,0,2025-03-14 21:30:56+00:00,True,0,0.06666666666666667,1.6094379124341003,-0.6087614290087209,0.7933533402912349,4,0,0,1.275,0
GQU478,2025-03-14 23:10:55+00:00,2025-03-14 23:19:55+00:00,9.0,6.960000000000008,1.9300000000000068,short_4_10m_3gal,6,16,10,1,2025-03-14 23:15:25+00:00,True,0,0.15,2.302585092994046,-0.19509032201612872,0.9807852804032303,4,0,1,1.6997222222222221,0
GQU478,2025-03-14 23:13:55+00:00,2025-03-14 23:17:55+00:00,4.0,2.950000000000003,1.5100000000000051,short_4_10m_3gal,3,16,5,1,2025-03-14 23:15:55+00:00,True,0,0.06666666666666667,1.6094379124341003,-0.19509032201612872,0.9807852804032303,4,0,1,0.05,0
GQU478,2025-03-14 23:14:55+00:00,2025-03-14 23:21:55+00:00,7.0,6.810000000000002,1.9300000000000068,short_4_10m_3gal,5,16,8,1,2025-03-14 23:18:25+00:00,True,0,0.11666666666666667,2.0794415416798357,-0.18223552549214783,0.9832549075639545,4,0,1,0.016666666666666666,0
GQU478,2025-03-14 23:18:55+00:00,2025-03-14 23:22:55+00:00,4.0,3.8599999999999994,1.9300000000000068,short_4_10m_3gal,2,16,5,1,2025-03-14 23:20:55+00:00,True,0,0.06666666666666667,1.6094379124341003,-0.1736481776669304,0.984807753012208,4,0,1,0.06666666666666667,0
GQU478,2025-03-15 13:22:20+00:00,2025-03-15 13:31:20+00:00,9.0,2.2900000000000063,1.2199999999999989,short_4_10m_3gal,4,37,10,1,2025-03-15 13:26:50+00:00,True,0,0.15,2.302585092994046,-0.36650122672429736,-0.9304175679820245,5,1,0,14.056944444444444,1
GQU478,2025-03-15 13:22:20+00:00,2025-03-15 13:26:20+00:00,4.0,2.1099999999999994,1.2199999999999989,short_4_10m_3gal,3,37,5,1,2025-03-15 13:24:20+00:00,True,0,0.06666666666666667,1.6094379124341003,-0.35836794954530043,-0.9335804264972017,5,1,0,0.0,0
GQU478,2025-03-15 13:24:20+00:00,2025-03-15 13:28:20+00:00,4.0,2.1099999999999994,1.2199999999999989,short_4_10m_3gal,3,37,5,1,2025-03-15 13:26:20+00:00,True,0,0.06666666666666667,1.6094379124341003,-0.36650122672429736,-0.9304175679820245,5,1,0,0.03333333333333333,0
GQU478,2025-03-15 14:24:43+00:00,2025-03-15 14:28:43+00:00,4.0,4.090000000000003,1.9650000000000036,short_4_10m_3gal,3,-1,5,0,2025-03-15 14:26:43+00:00,True,0,0.06666666666666667,1.6094379124341003,-0.5948227867513411,-0.8038568606172175,5,1,0,1.006388888888889,0
