vehicle_id,state,n_samples,sigma_mad,q01,q05,q95,q99
GQU478,stationary_on,2446,0.05930399999998814,-1.9704999999999986,-1.3100000000000025,1.597499999999993,3.9020000000000143
GQU478,ign_off,1849,0.0,-1.455000000000002,-0.1299999999999954,0.3159999999999959,9.894199999999941
WOL981,stationary_on,2174,0.01482600000000756,-1.8827000000000074,-1.103499999999991,1.1699999999999875,3.174299999999996
WOL981,ign_off,870,0.0,-1.7162000000000017,-0.5629999999999983,0.9009999999999975,4.195899999999795
WOL991,stationary_on,12018,0.14825999999999154,-2.0050000000000097,-1.1599999999999966,1.4700000000000153,4.793199999999999
WOL991,ign_off,4996,0.05930400000000918,-2.631500000000009,-0.75,1.4224999999999994,9.306000000000031
WOM077,stationary_on,3555,0.0,-1.6622999999999983,-0.4299999999999947,0.5900000000000034,4.257600000000005
WOM077,ign_off,4497,0.0,-0.7207999999999992,-0.02200000000000543,0.0200000000000031,0.46040000000000036
